raw,sentids,split,filename,img_id
"[""One man sits inside and plays the banjo, there are trees behind him outside."", ""A man with a beard and a mustache is playing a banjo."", ""A heavily bearded man in a cap is playing a banjo."", ""A man is playing the banjo at a concert."", ""A bearded man is playing a banjo.""]","[6235, 6236, 6237, 6238, 6239]",train,138043357.jpg,1247
"[""A blond woman wearing glasses and a brown jacket is walking by wooden masks."", ""A lady with a satchel looks at merchandise in a flea market."", ""A blond woman with glasses shops at an outdoor market."", ""A woman looking at wood items that are on display."", ""A woman in a green jacket and glasses shopping.""]","[6240, 6241, 6242, 6243, 6244]",train,138235288.jpg,1248
"[""A snowboarder wearing green pants doing a trick on a high bench"", ""The man is performing a trick on a snowboard high in the air."", ""A man is snowboarding over a structure on a snowy hill."", ""A snowboarder jumps through the air on a snowy hill."", ""Someone in yellow pants is on a ramp over the snow.""]","[6245, 6246, 6247, 6248, 6249]",train,1383698008.jpg,1249
"[""The brown dog is laying down on a blue sheet."", ""The dog is laying on a bed with a blue sheet."", ""A dog lying on a blue cloth dog bed."", ""A brown dog laying on a blue sheet."", ""A brown dog laying on a blue cover.""]","[6250, 6251, 6252, 6253, 6254]",train,1383840121.jpg,1250
"[""A man is sitting on a chair with a jacket hung over the back, next to a tuba, with sheet music in front of him."", ""A man, dressed in black, sits in a chair with a brass tuba beside him."", ""A man in black clothing looks at music with a tuba beside him."", ""A man in a black shirt reading a paper."", ""A man with a tuba and music stand.""]","[6255, 6256, 6257, 6258, 6259]",train,1384302953.jpg,1251
"[""A man wearing a rain jacket cooking on a grill while a couple people watch and a gentleman smiles into camera."", ""The man in the background is grilling food while the man in the foreground is talking to the camera."", ""A man wearing glasses and a blue jacket is smiling while men behind him are cooking on a grill."", ""Some men are standing around a grill as some are cooking."", ""Some men in windbreakers grill hotdogs.""]","[6260, 6261, 6262, 6263, 6264]",train,138475481.jpg,1252
"[""A man in jeans and a leather jacket walking by a poster advertising Miller Lite."", ""An elderly man in a black leather jacket is walking down the street."", ""A man in a black leather jacket is shuffling down the sidewalk."", ""A man in a leather jacket is walking past advertisements."", ""A guy in a leather jacket walking by a corner store.""]","[6265, 6266, 6267, 6268, 6269]",train,138482998.jpg,1253
"[""A group of four young men and one young woman holding spray paint cans and smiling next to their artwork."", ""A group of friends stand in front of art they have sprayed for a picture."", ""A group of men and a woman are standing with spray paint cans."", ""A group of young adults spray paint large art boards."", ""Five youngsters making graffiti.""]","[6270, 6271, 6272, 6273, 6274]",train,1385492203.jpg,1254
"[""The man is doing stunts with his bicycle."", ""A man wearing a red helmet rides a bike."", ""A person in a red helmet riding a bike."", ""A biker is doing tricks on his bike."", ""Biker doing a trick in air.""]","[6275, 6276, 6277, 6278, 6279]",train,1386207171.jpg,1255
"[""A woman is looking at a display case with three outfits on a backdrop of bright yellow."", ""A woman is looking at dressed, headless mannequins in a store display."", ""Woman looking at dresses in window of a clothing store."", ""A woman looks at some mannequins in a window display."", ""A woman looking at clothing on a mannequins.""]","[6280, 6281, 6282, 6283, 6284]",train,1386251841.jpg,1256
"[""Small child with black hair standing in car track near sunflowers."", ""A boy is playing with a camera whilst standing on a dirt track."", ""A young child stands in a path in a field of sunflowers."", ""A kid standing in the middle of a dirt road"", ""A child in a field.""]","[6285, 6286, 6287, 6288, 6289]",train,1386964743.jpg,1257
"[""A man in a brown shirt and tan shorts is taking a picture of a napkin as he sits on blanket."", ""A man in a brown shirt takes a picture of something on the ground in front of him."", ""A man in green shorts and a brown shirt and sunglasses takes a picture."", ""Gentleman han trouble seeing his camera with his sunglasses on."", ""A young man looking at a camera.""]","[6290, 6291, 6292, 6293, 6294]",train,1386973587.jpg,1258
"[""A couple wearing brown shirts face away to watch an outdoor concert."", ""The people are looking at the big screen."", ""People sitting in front of other people."", ""A crowd of people watching a concert."", ""People attending an outdoor concert.""]","[6295, 6296, 6297, 6298, 6299]",train,1386994947.jpg,1259
"[""A man wearing a brown t-shirt is talking to a woman wearing a flowered tank top at an outdoor music concert."", ""A crowd is gathered for some event while a woman in a flowered blouse talks with a man in a brown t-shirt."", ""A man in a brown shirt standing in the crowd at an outdoor concert."", ""A man and a woman at an outing talking to each other."", ""A couple are speaking at an event on 09-09-2007.""]","[6300, 6301, 6302, 6303, 6304]",train,1387014885.jpg,1260
"[""Two little girls in bathing suits sit on the shore of a lake, watching someone fishing from a boat."", ""Two little girls in pink bathing suit tops sit on rocks by the water."", ""Two girls sit along a lake while a man in the background fishes"", ""Two girls looking out over a lake towards a man fishing."", ""Two girls on the shore watch people in a boat fish.""]","[6305, 6306, 6307, 6308, 6309]",train,138705546.jpg,1261
"[""Two bicycles are standing behind two people sitting on the grass near a body of water."", ""Two girls are sitting on a path by a river with their bicycles parked beside them."", ""Two blond women sit beside their bicycles in the grass beside a body of water."", ""Two women sitting in the grass with their bikes behind them."", ""Two people are sitting by a pond, next to their bikes.""]","[6310, 6311, 6312, 6313, 6314]",train,138718600.jpg,1262
"[""An old man with a blue shirt is looking askance with people behind him."", ""There are a couple of old men sitting on a concrete bench outside."", ""An old man is sitting on a stone bench."", ""Two old men sitting on the dock."", ""An old man sits.""]","[6315, 6316, 6317, 6318, 6319]",train,1387443857.jpg,1263
"[""Two men in hi-viz jackets are talking to a man in suit next to the Penzance welcome sign that is carved into a rock."", ""These men are standing next to a \""Penzance welcomes you\"" stone."", ""A man in a suit and two men in orange vests standing around"", ""Three men standing near a large stone sign."", ""Men are standing beside a stonesign""]","[6320, 6321, 6322, 6323, 6324]",train,1387461595.jpg,1264
"[""A little kid in blue shoes is pushing a toy baby in a stroller."", ""A small child pushes a stroller down the street."", ""A young child carrying a doll in a stroller"", ""A child pushes a doll in a baby carriage."", ""A little girl pushing a baby doll stroller""]","[6325, 6326, 6327, 6328, 6329]",train,1387785218.jpg,1265
"[""A woman in a black graduation robe is standing in a crowd."", ""The blond woman is wearing graduation robes."", ""A woman at graduation without a cap on."", ""Woman standing at a graduation event."", ""People are at a graduation.""]","[6330, 6331, 6332, 6333, 6334]",train,13880312.jpg,1266
"[""A man, leaning against a concrete wall with his arms resting on top, looks over a balcony."", ""A man with a white mustache stands on a balcony looking at the road below."", ""A man with gray hair and a plaid shirt looks out over a balcony."", ""An elder man overlooks a balcony facing a street."", ""Man leaning on ledge of a balcony.""]","[6335, 6336, 6337, 6338, 6339]",train,1388346434.jpg,1267
"[""A woman speaks on her cellphone with her purse and a yellow bag on the ledge next to her."", ""This woman is smiling and talking on the phone while sitting on a stone wall."", ""A woman in a black shirt is sitting next to a florescent green bag."", ""A woman with a backpack sitting outside a building with others."", ""A woman sits on a stone wall and talks on her phone.""]","[6340, 6341, 6342, 6343, 6344]",train,1388373425.jpg,1268
"[""Three dogs, two black one brown, are playing in a grass field."", ""A brown dog and two black dogs in an overgrown grassy field."", ""Three dogs in a field looking at something in the grass."", ""Three dogs play in a field near a house to the right."", ""Two black dogs and one brown dog in tall grass.""]","[6345, 6346, 6347, 6348, 6349]",train,1388970365.jpg,1269
"[""Three children, two girls and one boy, in martial art stances, standing on the hard-wood floor of a large room."", ""Three kids practice martial arts, one has a yellow belt, on a red belt and the other a white belt."", ""Three kids in a martial arts class are in a stance; each child has on a different color belt."", ""Three children are practicing martial arts in a gym."", ""Three young girls are taking part in martial arts.""]","[6350, 6351, 6352, 6353, 6354]",train,1389156021.jpg,1270
